spread_rank,canonical_id,identifier_type,hyg_id,hip,hd,hr,gl,bf,proper_name,display_type,spectral_type,distance_pc,distance_ly,apparent_magnitude,absolute_magnitude,luminosity_lsol,color_index,constellation_abbr,constellation_name,ra_hours,dec_degrees,x_pc,y_pc,z_pc,nearest_selected_neighbor_pc,nearest_selected_neighbor_ly,source_catalog,source_url
4009,HIP 94415,HIP,94120,94415,179270,,,,,Yellow Giant,G8III,800.0,2609.248,8.86,-0.655,159.220873,1.1,Sgr,Sagittarius,19.216368,-26.999572,223.172707,-676.970524,-363.187078,38.253435,124.765873,HYG Stellar Database v4.1,https://raw.githubusercontent.com/astronexus/HYG-Database/main/hyg/CURRENT/hygdata_v41.csv
4010,HIP 95189,HIP,94894,95189,178026,,,,,Orange Giant,K2/K3III:,714.2857,2329.685668,8.51,-0.759,175.226586,1.615,Oct,Octans,19.364175,-81.794945,35.637746,-95.507858,-706.974018,61.510271,200.61944,HYG Stellar Database v4.1,https://raw.githubusercontent.com/astronexus/HYG-Database/main/hyg/CURRENT/hygdata_v41.csv
4011,HIP 94771,HIP,94476,94771,180640,,,,,Blue-White Star,B9,653.5948,2131.738656,8.73,-0.347,119.894704,0.2,Aql,Aquila,19.283494,7.400459,213.714851,-611.902734,84.185327,48.104299,156.895056,HYG Stellar Database v4.1,https://raw.githubusercontent.com/astronexus/HYG-Database/main/hyg/CURRENT/hygdata_v41.csv
4012,HIP 95698,HIP,95401,95698,183061,,,,,Orange Star,K2,625.0,2038.475,7.38,-1.599,379.83939,1.32,Aql,Aquila,19.46448,-4.817772,232.971305,-577.575951,-52.491834,48.142141,157.018482,HYG Stellar Database v4.1,https://raw.githubusercontent.com/astronexus/HYG-Database/main/hyg/CURRENT/hygdata_v41.csv
4013,HIP 93221,HIP,92928,93221,175651,,,,,Orange Giant,K0III,793.6508,2588.539703,8.72,-0.778,178.319977,1.015,Tel,Telescopium,18.989222,-53.836913,119.933723,-452.704496,-640.746544,84.087525,274.256509,HYG Stellar Database v4.1,https://raw.githubusercontent.com/astronexus/HYG-Database/main/hyg/CURRENT/hygdata_v41.csv
4014,HIP 96050,HIP,95750,96050,183960,,,,,White Star,A2,303.9514,991.355728,8.02,0.606,49.842521,0.057,Aql,Aquila,19.529135,6.858716,117.607945,-277.915916,36.298326,69.111216,225.410378,HYG Stellar Database v4.1,https://raw.githubusercontent.com/astronexus/HYG-Database/main/hyg/CURRENT/hygdata_v41.csv
4015,HIP 93312,HIP,93019,93312,180499,,,,,Blue-White Star,B9,699.3007,2280.811191,8.03,-1.193,261.336458,0.022,Dra,Draco,19.006338,82.671946,23.228538,-86.118287,693.588888,63.132912,205.911781,HYG Stellar Database v4.1,https://raw.githubusercontent.com/astronexus/HYG-Database/main/hyg/CURRENT/hygdata_v41.csv
4016,HIP 93321,HIP,93028,93321,177195,,,,,Blue-White Star,B8,900.9009,2938.342339,8.79,-0.983,215.377336,-0.2,Dra,Draco,19.00764,56.525307,129.569021,-479.71876,751.468038,46.72141,152.384681,HYG Stellar Database v4.1,https://raw.githubusercontent.com/astronexus/HYG-Database/main/hyg/CURRENT/hygdata_v41.csv
4017,HIP 93336,HIP,93043,93336,176350,,,,,Orange Giant,K4III,800.0,2609.248,7.22,-2.295,721.107479,1.541,Sgr,Sagittarius,19.01002,-19.658277,196.895392,-727.18808,-269.127666,48.668016,158.733653,HYG Stellar Database v4.1,https://raw.githubusercontent.com/astronexus/HYG-Database/main/hyg/CURRENT/hygdata_v41.csv
4018,HIP 94665,HIP,94370,94665,231014,,,,,Yellow Star,G5,671.1409,2188.966314,8.12,-1.014,221.615433,1.035,Aql,Aquila,19.263411,15.222362,210.313896,-612.491021,176.218657,67.804251,221.147634,HYG Stellar Database v4.1,https://raw.githubusercontent.com/astronexus/HYG-Database/main/hyg/CURRENT/hygdata_v41.csv
4019,HIP 96430,HIP,96127,96430,185119,,,,,Blue-White Star,B8,367.6471,1199.103075,7.32,-0.507,138.931268,-0.089,Cyg,Cygnus,19.604696,33.461402,125.09553,-280.042074,202.711458,72.379829,236.071156,HYG Stellar Database v4.1,https://raw.githubusercontent.com/astronexus/HYG-Database/main/hyg/CURRENT/hygdata_v41.csv
4020,HIP 93497,HIP,93204,93497,,,,,,White Star,A2,970.8738,3166.563151,11.15,1.214,28.470822,0.235,Lyr,Lyra,19.040864,36.722122,209.442718,-749.484658,580.519105,32.01859,104.430554,HYG Stellar Database v4.1,https://raw.githubusercontent.com/astronexus/HYG-Database/main/hyg/CURRENT/hygdata_v41.csv
4021,HIP 93504,HIP,93211,93504,176878,,,,,Orange Star,K2,934.5794,3048.186788,8.13,-1.723,425.794454,1.574,Aql,Aquila,19.043181,-8.9276,249.02273,-889.039652,-145.033896,45.419534,148.138536,HYG Stellar Database v4.1,https://raw.githubusercontent.com/astronexus/HYG-Database/main/hyg/CURRENT/hygdata_v41.csv
4022,HIP 93510,HIP,93217,93510,177303,,,,,Orange Star,K0,909.0909,2965.054516,7.68,-2.113,609.817664,1.552,Lyr,Lyra,19.043983,34.582557,202.028072,-720.681193,515.993741,66.86028,218.068816,HYG Stellar Database v4.1,https://raw.githubusercontent.com/astronexus/HYG-Database/main/hyg/CURRENT/hygdata_v41.csv
4023,HIP 93550,HIP,93256,93550,177088,,,,,Blue-White Star,B9,869.5652,2836.139074,9.84,0.143,76.348411,0.807,Aql,Aquila,19.054833,-2.536769,236.861651,-835.79837,-38.487396,53.404956,174.183469,HYG Stellar Database v4.1,https://raw.githubusercontent.com/astronexus/HYG-Database/main/hyg/CURRENT/hygdata_v41.csv
4024,HIP 96560,HIP,96256,96560,185125,,,,,Orange Star,K0,302.1148,985.365547,8.24,0.839,40.216104,1.061,Aql,Aquila,19.630715,-6.143753,124.378001,-273.419129,-32.333339,69.111216,225.410378,HYG Stellar Database v4.1,https://raw.githubusercontent.com/astronexus/HYG-Database/main/hyg/CURRENT/hygdata_v41.csv
4025,HIP 96791,HIP,96484,96791,185874,,,,,White Star,A0,324.6753,1058.947971,7.65,0.093,79.9466,0.158,Vul,Vulpecula,19.675649,21.576171,128.242199,-273.336294,119.395391,69.396639,226.341303,HYG Stellar Database v4.1,https://raw.githubusercontent.com/astronexus/HYG-Database/main/hyg/CURRENT/hygdata_v41.csv
4026,HIP 94279,HIP,93984,94279,179310,,,,,White Star,A2,775.1938,2528.34109,8.2,-1.247,274.662899,0.125,Sge,Sagitta,19.189669,21.260888,221.385023,-687.676208,281.097016,52.209904,170.285733,HYG Stellar Database v4.1,https://raw.githubusercontent.com/astronexus/HYG-Database/main/hyg/CURRENT/hygdata_v41.csv
4027,HIP 93591,HIP,93296,93591,,,,,,Blue-White Star,B1,757.5758,2470.878926,10.67,1.273,26.964974,0.56,Aql,Aquila,19.060365,14.940141,200.596293,-703.943215,195.310445,56.482636,184.221508,HYG Stellar Database v4.1,https://raw.githubusercontent.com/astronexus/HYG-Database/main/hyg/CURRENT/hygdata_v41.csv
4028,HIP 93934,HIP,93639,93934,177989,,,,,Blue-White Giant,B2II,653.5948,2131.738656,9.34,0.263,68.359677,-0.039,Sgr,Sagittarius,19.127156,-18.726252,180.019267,-592.240399,-209.834633,63.503661,207.120999,HYG Stellar Database v4.1,https://raw.githubusercontent.com/astronexus/HYG-Database/main/hyg/CURRENT/hygdata_v41.csv
4029,HIP 94203,HIP,93908,94203,178557,,,,,Orange Giant,K2III,877.193,2861.017601,9.26,-0.455,132.434154,1.342,CrA,Corona Australis,19.178367,-38.433308,208.631485,-654.694906,-545.26603,51.252564,167.163314,HYG Stellar Database v4.1,https://raw.githubusercontent.com/astronexus/HYG-Database/main/hyg/CURRENT/hygdata_v41.csv
4030,HIP 93714,HIP,93419,93714,177496,,,,,Orange Star,K0,900.9009,2938.342339,8.77,-1.003,219.381499,1.108,Aql,Aquila,19.082132,0.232871,251.824184,-864.981853,3.661581,53.404956,174.183469,HYG Stellar Database v4.1,https://raw.githubusercontent.com/astronexus/HYG-Database/main/hyg/CURRENT/hygdata_v41.csv
4031,HIP 96884,HIP,96577,96884,185349,,,,,Orange Giant,K4III,534.7594,1744.149869,7.36,-1.281,283.400101,1.529,Tel,Telescopium,19.693931,-55.266155,130.734403,-275.214141,-439.469348,77.951238,254.242639,HYG Stellar Database v4.1,https://raw.githubusercontent.com/astronexus/HYG-Database/main/hyg/CURRENT/hygdata_v41.csv
4032,HIP 95922,HIP,95623,95922,184024,,,,,White Star,A0,429.1845,1399.810998,8.32,0.157,75.370258,0.036,Cyg,Cygnus,19.508266,43.166876,120.417646,-288.943801,293.616085,54.180774,176.713845,HYG Stellar Database v4.1,https://raw.githubusercontent.com/astronexus/HYG-Database/main/hyg/CURRENT/hygdata_v41.csv
4033,HIP 94360,HIP,94065,94360,179345,,,,,Orange Star,K0,719.4245,2346.446172,8.63,-0.655,159.220873,1.16,Aql,Aquila,19.206248,-4.463099,222.755826,-681.775112,-55.983477,53.381455,174.106818,HYG Stellar Database v4.1,https://raw.githubusercontent.com/astronexus/HYG-Database/main/hyg/CURRENT/hygdata_v41.csv
4034,HIP 97443,HIP,97134,97443,186875,,,,,Red Star,M0/M1,350.8772,1144.40704,8.67,0.944,36.509005,1.664,Sgr,Sagittarius,19.805557,-34.616384,131.469723,-257.098551,-199.326006,58.667441,191.347377,HYG Stellar Database v4.1,https://raw.githubusercontent.com/astronexus/HYG-Database/main/hyg/CURRENT/hygdata_v41.csv
4035,HIP 94094,HIP,93799,94094,178695,,,,,Yellow-White Subgiant,F2IV,704.2254,2296.873396,8.29,-0.949,208.73727,1.187,Aql,Aquila,19.154441,10.552488,206.068867,-660.93563,128.969148,52.348358,170.737311,HYG Stellar Database v4.1,https://raw.githubusercontent.com/astronexus/HYG-Database/main/hyg/CURRENT/hygdata_v41.csv
4036,HIP 95791,HIP,95493,95791,183421,,,,,Blue-White Star,B8...,552.4862,1801.96689,7.45,-1.262,278.483841,-0.067,Aql,Aquila,19.483335,12.858184,203.952437,-498.525434,122.949486,57.143608,186.377307,HYG Stellar Database v4.1,https://raw.githubusercontent.com/astronexus/HYG-Database/main/hyg/CURRENT/hygdata_v41.csv
4037,HIP 97935,HIP,97624,97935,187834,,,,,Red Giant,M6III,460.8295,1503.023064,8.76,0.442,57.969559,1.252,Tel,Telescopium,19.903752,-49.461745,143.176542,-263.08162,-350.217599,47.846506,156.054251,HYG Stellar Database v4.1,https://raw.githubusercontent.com/astronexus/HYG-Database/main/hyg/CURRENT/hygdata_v41.csv
4038,HIP 96260,HIP,95958,96260,184228,,,,,White Main Sequence,A1V,325.7329,1062.397397,8.84,1.276,26.89057,0.194,Sgr,Sagittarius,19.572442,-24.629592,118.479259,-271.36086,-135.749295,66.439174,216.695351,HYG Stellar Database v4.1,https://raw.githubusercontent.com/astronexus/HYG-Database/main/hyg/CURRENT/hygdata_v41.csv
4039,HIP 94837,HIP,94542,94837,180940,,,,,Yellow Subgiant,G2III-IV,613.4969,2000.956949,7.6,-1.339,298.950993,1.412,Sge,Sagitta,19.297199,18.84861,193.40632,-547.4382,198.201673,70.717669,230.649919,HYG Stellar Database v4.1,https://raw.githubusercontent.com/astronexus/HYG-Database/main/hyg/CURRENT/hygdata_v41.csv
4040,HIP 93896,HIP,93601,93896,178162,,,,,Blue-White Star,B9,934.5794,3048.186788,8.84,-1.013,221.411411,0.13,Aql,Aquila,19.119785,8.349008,267.210496,-885.224108,135.703295,58.907178,192.129297,HYG Stellar Database v4.1,https://raw.githubusercontent.com/astronexus/HYG-Database/main/hyg/CURRENT/hygdata_v41.csv
4041,HIP 93906,HIP,93611,93906,177913,,,,,Blue-White Giant,B8II/III,735.2941,2398.205825,7.64,-1.692,413.809065,-0.025,Sgr,Sagittarius,19.121822,-17.241874,203.29364,-672.182111,-217.94568,50.907862,166.039047,HYG Stellar Database v4.1,https://raw.githubusercontent.com/astronexus/HYG-Database/main/hyg/CURRENT/hygdata_v41.csv
4042,HIP 94079,HIP,93784,94079,178461,,,,,Blue-White Star,B8,793.6508,2588.539703,8.49,-1.008,220.394118,0.148,Aql,Aquila,19.151589,-9.847668,232.193341,-746.688137,-135.737509,81.071907,264.42089,HYG Stellar Database v4.1,https://raw.githubusercontent.com/astronexus/HYG-Database/main/hyg/CURRENT/hygdata_v41.csv
4043,HIP 96361,HIP,96059,96361,184287,,,,,Yellow Giant,G8III,409.8361,1336.70503,7.24,-0.823,185.86602,1.074,Sgr,Sagittarius,19.592189,-41.121136,124.998136,-282.302437,-269.530015,73.969698,241.256608,HYG Stellar Database v4.1,https://raw.githubusercontent.com/astronexus/HYG-Database/main/hyg/CURRENT/hygdata_v41.csv
4044,HIP 93939,HIP,93644,93939,343797,,,,,Blue-White Star,B8,709.2199,2313.163257,9.7,0.446,57.756385,0.154,Vul,Vulpecula,19.127641,23.537156,189.177238,-622.08509,283.222493,51.104532,166.680497,HYG Stellar Database v4.1,https://raw.githubusercontent.com/astronexus/HYG-Database/main/hyg/CURRENT/hygdata_v41.csv
4045,HIP 94463,HIP,94168,94463,179601,,,,,Blue-White Star,B9,621.118,2025.813624,9.44,0.474,56.28595,0.288,Aql,Aquila,19.226523,-11.229166,192.280268,-578.088522,-120.952588,79.642313,259.758183,HYG Stellar Database v4.1,https://raw.githubusercontent.com/astronexus/HYG-Database/main/hyg/CURRENT/hygdata_v41.csv
4046,HIP 94875,HIP,94580,94875,181226,,,,,White Star,A0,724.6377,2363.449337,7.87,-1.431,325.386852,-0.03,Lyr,Lyra,19.30753,29.95682,210.73939,-591.402001,361.845796,61.147249,199.435422,HYG Stellar Database v4.1,https://raw.githubusercontent.com/astronexus/HYG-Database/main/hyg/CURRENT/hygdata_v41.csv
4047,HIP 94006,HIP,93711,94006,179093,,,,,White Star,A0,625.0,2038.475,8.28,-0.699,165.805908,0.04,Cyg,Cygnus,19.139527,53.62699,108.942213,-354.277941,503.233281,59.333433,193.51955,HYG Stellar Database v4.1,https://raw.githubusercontent.com/astronexus/HYG-Database/main/hyg/CURRENT/hygdata_v41.csv
4048,HIP 94011,HIP,93715,94011,178479,,,,,Blue-White Star,B9,877.193,2861.017601,8.99,-0.725,169.824365,0.359,Aql,Aquila,19.140325,9.133546,254.730349,-827.763013,139.242243,58.907178,192.129297,HYG Stellar Database v4.1,https://raw.githubusercontent.com/astronexus/HYG-Database/main/hyg/CURRENT/hygdata_v41.csv
4049,HIP 95442,HIP,95147,95442,182386,,,,,Blue-White Giant,B9III,546.4481,1782.273265,9.01,0.322,64.74407,0.1,Sgr,Sagittarius,19.414463,-11.841091,193.551491,-498.568145,-112.130062,74.966171,244.506665,HYG Stellar Database v4.1,https://raw.githubusercontent.com/astronexus/HYG-Database/main/hyg/CURRENT/hygdata_v41.csv
4050,HIP 95869,HIP,95570,95869,184007,,,,,Blue-White Star,B9,602.4096,1964.795055,8.05,-0.849,190.370653,0.064,Cyg,Cygnus,19.498693,49.508814,149.568095,-361.438911,458.136032,38.856722,126.733531,HYG Stellar Database v4.1,https://raw.githubusercontent.com/astronexus/HYG-Database/main/hyg/CURRENT/hygdata_v41.csv
4051,HIP 94934,HIP,94639,94934,181409,7335,,,,Blue-White Subgiant,B2IV,680.2721,2218.74827,6.6,-2.563,922.996385,-0.191,Lyr,Lyra,19.317706,33.38881,192.081038,-534.532844,374.365818,61.147249,199.435422,HYG Stellar Database v4.1,https://raw.githubusercontent.com/astronexus/HYG-Database/main/hyg/CURRENT/hygdata_v41.csv
4052,HIP 94055,HIP,93760,94055,178635,,,,,Orange Star,K2,877.193,2861.017601,8.54,-1.175,257.039578,1.562,Aql,Aquila,19.148053,15.706521,250.000383,-806.584019,237.464919,55.258427,180.228675,HYG Stellar Database v4.1,https://raw.githubusercontent.com/astronexus/HYG-Database/main/hyg/CURRENT/hygdata_v41.csv
4053,HIP 94066,HIP,93771,94066,178515,,,,,Blue-White Star,B9,813.0081,2651.674699,9.55,0.0,87.096359,0.475,Aql,Aquila,19.149679,-3.341186,240.615668,-775.139394,-47.383453,61.422666,200.333709,HYG Stellar Database v4.1,https://raw.githubusercontent.com/astronexus/HYG-Database/main/hyg/CURRENT/hygdata_v41.csv
4054,HIP 94082,HIP,93787,94082,,,,,,Blue-White Star,B8,970.8738,3166.563151,9.3,-0.636,156.458802,-0.033,Lyr,Lyra,19.152071,35.398263,235.093788,-755.678535,562.384921,32.01859,104.430554,HYG Stellar Database v4.1,https://raw.githubusercontent.com/astronexus/HYG-Database/main/hyg/CURRENT/hygdata_v41.csv
4055,HIP 95141,HIP,94846,95141,181638,,,,,Orange Star,K5,884.9558,2886.336439,9.0,-0.735,171.395731,1.479,Aql,Aquila,19.356647,-5.597754,306.274979,-825.766863,-86.32203,66.022255,215.335548,HYG Stellar Database v4.1,https://raw.githubusercontent.com/astronexus/HYG-Database/main/hyg/CURRENT/hygdata_v41.csv
4056,HIP 94096,HIP,93801,94096,178972,,,,,Red Star,M...,740.7407,2415.970237,8.72,-0.628,155.310208,1.659,Lyr,Lyra,19.154867,35.185003,180.264094,-577.943886,426.828427,60.904946,198.645135,HYG Stellar Database v4.1,https://raw.githubusercontent.com/astronexus/HYG-Database/main/hyg/CURRENT/hygdata_v41.csv
4057,HIP 95738,HIP,95440,95738,183647,,,,,White Star,A2,469.4836,1531.24893,8.4,0.042,83.791507,-0.032,Cyg,Cygnus,19.473006,47.775807,118.676983,-292.337933,347.662419,54.180774,176.713845,HYG Stellar Database v4.1,https://raw.githubusercontent.com/astronexus/HYG-Database/main/hyg/CURRENT/hygdata_v41.csv
4058,HIP 97803,HIP,97492,97803,187273,,,,,Red Giant,M1/M2III,602.4096,1964.795055,8.58,-0.319,116.842274,1.706,Pav,Pavo,19.874321,-59.167578,145.496513,-272.321033,-517.271056,58.477612,190.728239,HYG Stellar Database v4.1,https://raw.githubusercontent.com/astronexus/HYG-Database/main/hyg/CURRENT/hygdata_v41.csv
4059,HIP 98527,HIP,98216,98527,188710,,,,,White Main Sequence,A0V,775.1938,2528.34109,8.83,-0.617,153.744646,0.036,Pav,Pavo,20.016431,-66.845283,153.543599,-263.321931,-712.74915,73.139491,238.548837,HYG Stellar Database v4.1,https://raw.githubusercontent.com/astronexus/HYG-Database/main/hyg/CURRENT/hygdata_v41.csv
4060,HIP 94684,HIP,94389,94684,180612,,,,,White Star,A0,970.8738,3166.563151,8.32,-1.616,385.83356,-0.02,Lyr,Lyra,19.266363,31.62228,269.092071,-781.701899,509.04571,68.39715,223.081409,HYG Stellar Database v4.1,https://raw.githubusercontent.com/astronexus/HYG-Database/main/hyg/CURRENT/hygdata_v41.csv
4061,HIP 94638,HIP,94343,94638,180127,,,,,Orange Star,K2,540.5405,1763.005273,7.54,-1.124,245.244909,1.147,Aql,Aquila,19.257465,-3.113876,174.493102,-510.758292,-29.362507,65.938304,215.061733,HYG Stellar Database v4.1,https://raw.githubusercontent.com/astronexus/HYG-Database/main/hyg/CURRENT/hygdata_v41.csv
4062,HIP 94259,HIP,93964,94259,179125,,,,,Blue-White Star,B8,961.5385,3136.11551,9.45,-0.465,133.659552,0.153,Aql,Aquila,19.186272,1.884549,293.68435,-915.044214,31.620816,70.994594,231.553126,HYG Stellar Database v4.1,https://raw.githubusercontent.com/astronexus/HYG-Database/main/hyg/CURRENT/hygdata_v41.csv
4063,HIP 94265,HIP,93970,94265,178977,,,,,Blue-White Giant,B5III,900.9009,2938.342339,8.28,-1.493,344.508546,0.026,Sgr,Sagittarius,19.187041,-14.04507,267.249607,-832.104999,-218.635198,93.281052,304.241749,HYG Stellar Database v4.1,https://raw.githubusercontent.com/astronexus/HYG-Database/main/hyg/CURRENT/hygdata_v41.csv
4064,HIP 94276,HIP,93980,94276,179126,,,,,Blue-White Star,B9,709.2199,2313.163257,8.83,-0.424,128.706358,0.379,Aql,Aquila,19.188903,0.715711,217.183476,-675.089418,8.859002,47.815373,155.952708,HYG Stellar Database v4.1,https://raw.githubusercontent.com/astronexus/HYG-Database/main/hyg/CURRENT/hygdata_v41.csv
4065,HIP 94282,HIP,93987,94282,337815,,,,,White Star,A0,952.381,3106.247774,8.43,-1.464,335.428531,-0.002,Lyr,Lyra,19.19005,26.837552,260.496492,-808.889285,429.964266,84.064932,274.182818,HYG Stellar Database v4.1,https://raw.githubusercontent.com/astronexus/HYG-Database/main/hyg/CURRENT/hygdata_v41.csv
4066,HIP 94331,HIP,94036,94331,179343,,,,,Blue-White Star,B9,793.6508,2588.539703,6.94,-2.558,918.755602,0.102,Aql,Aquila,19.20091,2.622591,245.174342,-753.957695,36.314971,86.457342,281.98581,HYG Stellar Database v4.1,https://raw.githubusercontent.com/astronexus/HYG-Database/main/hyg/CURRENT/hygdata_v41.csv
4067,HIP 95533,HIP,95237,95533,182642,,,,,Red Star,M...,847.4576,2764.03381,7.87,-1.771,445.040977,1.7,Aql,Aquila,19.432356,-9.0126,306.560421,-778.833122,-132.755646,66.022255,215.335548,HYG Stellar Database v4.1,https://raw.githubusercontent.com/astronexus/HYG-Database/main/hyg/CURRENT/hygdata_v41.csv
4068,HIP 94393,HIP,94098,94393,179117,,,,,Yellow-White Main Sequence,F0:V,699.3007,2280.811191,7.26,-1.963,531.128982,0.362,Sgr,Sagittarius,19.212257,-33.846188,181.246774,-551.789408,-389.486233,59.053453,192.606381,HYG Stellar Database v4.1,https://raw.githubusercontent.com/astronexus/HYG-Database/main/hyg/CURRENT/hygdata_v41.csv
4069,HIP 95512,HIP,95216,95512,182865,,,,,Blue-White Star,B8,598.8024,1953.029956,7.37,-1.516,351.884389,0.08,Vul,Vulpecula,19.427506,26.104003,196.312562,-500.606673,263.474195,63.111016,205.840367,HYG Stellar Database v4.1,https://raw.githubusercontent.com/astronexus/HYG-Database/main/hyg/CURRENT/hygdata_v41.csv
4070,HIP 94584,HIP,94289,94584,230982,,,,,Orange Star,K5,925.9259,3019.962878,8.78,-1.053,229.720631,1.468,Sge,Sagitta,19.249056,18.004552,282.848686,-833.922527,286.196807,64.816679,211.403489,HYG Stellar Database v4.1,https://raw.githubusercontent.com/astronexus/HYG-Database/main/hyg/CURRENT/hygdata_v41.csv
4071,HIP 95689,HIP,95392,95689,183087,,,,,White Star,A0,543.4783,1772.587084,8.68,0.004,86.776074,0.18,Aql,Aquila,19.463313,3.765943,202.709331,-502.994413,35.696084,55.061818,179.587424,HYG Stellar Database v4.1,https://raw.githubusercontent.com/astronexus/HYG-Database/main/hyg/CURRENT/hygdata_v41.csv
4072,HIP 94998,HIP,94703,94998,181778,,,,,Orange Star,K0,740.7407,2415.970237,7.86,-1.488,342.925673,1.201,Lyr,Lyra,19.330616,43.556276,183.242032,-504.569935,510.419752,65.689537,214.250366,HYG Stellar Database v4.1,https://raw.githubusercontent.com/astronexus/HYG-Database/main/hyg/CURRENT/hygdata_v41.csv
4073,HIP 94686,HIP,94391,94686,,,,,,White Star,A5,909.0909,2965.054516,9.47,-0.323,117.273531,0.237,Dra,Draco,19.266851,83.799691,31.971006,-92.83515,903.773065,61.247418,199.762129,HYG Stellar Database v4.1,https://raw.githubusercontent.com/astronexus/HYG-Database/main/hyg/CURRENT/hygdata_v41.csv
4074,HIP 94716,HIP,94422,94716,181653,,,,,Blue-White Giant,B1II-III,800.0,2609.248,8.0,-1.515,351.560441,-0.17,Dra,Draco,19.273392,67.135166,101.719015,-293.73277,737.139143,51.030414,166.438757,HYG Stellar Database v4.1,https://raw.githubusercontent.com/astronexus/HYG-Database/main/hyg/CURRENT/hygdata_v41.csv
4075,HIP 94730,HIP,94435,94730,180093,7296,,,,Red Star,Cp,775.1938,2528.34109,6.58,-2.867,1221.23713,0.692,Sgr,Sagittarius,19.275768,-33.522317,211.85593,-610.544184,-428.109767,73.097373,238.411467,HYG Stellar Database v4.1,https://raw.githubusercontent.com/astronexus/HYG-Database/main/hyg/CURRENT/hygdata_v41.csv
4076,HIP 97595,HIP,97284,97595,187919,,,,,Orange Star,K2,362.3188,1181.724505,7.86,0.065,82.035154,1.405,Cyg,Cygnus,19.836992,48.391578,111.297762,-213.301873,270.905946,69.622856,227.079123,HYG Stellar Database v4.1,https://raw.githubusercontent.com/astronexus/HYG-Database/main/hyg/CURRENT/hygdata_v41.csv
4077,HIP 94756,HIP,94461,94756,338155,,,,,Orange Star,K5,793.6508,2588.539703,8.87,-0.628,155.310208,1.438,Vul,Vulpecula,19.281078,24.729036,237.262171,-680.705766,332.005896,53.780898,175.409625,HYG Stellar Database v4.1,https://raw.githubusercontent.com/astronexus/HYG-Database/main/hyg/CURRENT/hygdata_v41.csv
4078,HIP 96552,HIP,96248,96552,184986,,,,,Orange Giant,K3III,591.716,1929.917237,9.14,0.279,67.359678,1.478,Sgr,Sagittarius,19.62915,-20.815803,228.812712,-503.544415,-210.275035,48.411884,157.898265,HYG Stellar Database v4.1,https://raw.githubusercontent.com/astronexus/HYG-Database/main/hyg/CURRENT/hygdata_v41.csv
4079,HIP 95540,HIP,95244,95540,182784,,,,,White Star,A0,826.4463,2695.504194,9.1,-0.486,136.26992,0.133,Aql,Aquila,19.433458,8.351513,299.706415,-760.776227,120.037848,63.748599,207.919882,HYG Stellar Database v4.1,https://raw.githubusercontent.com/astronexus/HYG-Database/main/hyg/CURRENT/hygdata_v41.csv
4080,HIP 96613,HIP,96307,96613,184842,,,,,Yellow Giant,G8/K0III,699.3007,2280.811191,8.36,-0.863,192.841278,1.03,Tel,Telescopium,19.641839,-48.015736,194.932914,-425.229343,-519.81019,59.274378,193.326942,HYG Stellar Database v4.1,https://raw.githubusercontent.com/astronexus/HYG-Database/main/hyg/CURRENT/hygdata_v41.csv
4081,HIP 95855,HIP,95556,95855,183309,,,,,Orange Giant,K0III,518.1347,1689.927412,8.18,-0.392,124.96834,1.025,Sgr,Sagittarius,19.495385,-21.338763,184.149576,-446.100117,-188.539617,61.398061,200.253458,HYG Stellar Database v4.1,https://raw.githubusercontent.com/astronexus/HYG-Database/main/hyg/CURRENT/hygdata_v41.csv
4082,HIP 94869,HIP,94574,94869,,,,,,White Star,A8,917.4312,2992.256905,11.4,1.587,20.192961,0.389,Dra,Draco,19.305745,66.413326,123.059528,-345.856429,840.785163,42.782825,139.53875,HYG Stellar Database v4.1,https://raw.githubusercontent.com/astronexus/HYG-Database/main/hyg/CURRENT/hygdata_v41.csv
4083,HIP 99656,HIP,99337,99656,191795,,,,,White Star,A1m...,305.8104,997.418968,9.3,1.873,15.516723,0.272,Sgr,Sagittarius,20.223384,-41.736817,125.455352,-190.619294,-203.58104,66.886244,218.153497,HYG Stellar Database v4.1,https://raw.githubusercontent.com/astronexus/HYG-Database/main/hyg/CURRENT/hygdata_v41.csv
4084,HIP 94895,HIP,94600,94895,180023,,,,,Yellow Subgiant,G8IV,775.1938,2528.34109,8.88,-0.567,146.824997,0.944,Pav,Pavo,19.310961,-61.343646,125.09812,-350.067396,-680.241652,81.690166,266.437377,HYG Stellar Database v4.1,https://raw.githubusercontent.com/astronexus/HYG-Database/main/hyg/CURRENT/hygdata_v41.csv
4085,HIP 96582,HIP,96276,96582,239162,,,,,Orange Star,K5,520.8333,1698.729058,8.52,-0.063,92.299638,1.553,Dra,Draco,19.634288,58.525801,112.831251,-247.421832,444.205889,41.780056,136.268161,HYG Stellar Database v4.1,https://raw.githubusercontent.com/astronexus/HYG-Database/main/hyg/CURRENT/hygdata_v41.csv
4086,HIP 94976,HIP,94681,94976,,,,,,Orange Star,K0,980.3922,3197.607984,9.79,-0.167,101.57808,0.9,Cyg,Cygnus,19.327104,46.494342,229.804295,-634.600157,711.084729,51.711207,168.659204,HYG Stellar Database v4.1,https://raw.githubusercontent.com/astronexus/HYG-Database/main/hyg/CURRENT/hygdata_v41.csv
